longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-121.27,37.87,34,1010,206,678,234,2.9531,104000,INLAND
-117.96,33.76,24,1328,290,1012,306,4.2813,189500,<1H OCEAN
-118.38,34.21,42,715,145,730,158,3.8,169500,<1H OCEAN
-118.01,33.93,34,2424,468,1293,444,3.275,189900,<1H OCEAN
-118.58,34.17,29,3393,574,1471,587,6.2064,334900,<1H OCEAN
-117.91,33.63,32,1122,233,557,223,3.5388,407000,<1H OCEAN
-121.79,37.99,10,4156,609,1878,586,5.6506,178600,INLAND
-117.28,33.06,8,4172,1022,2585,941,4.0118,245800,NEAR OCEAN
-122.1,37.66,37,901,191,599,206,3.7303,149700,NEAR BAY
-118.4,34.41,22,4443,560,1573,496,10.0285,500001,<1H OCEAN
-118.3,34.08,32,2880,1063,3646,1028,2.3846,258300,<1H OCEAN
-120.18,39.17,18,1703,360,354,163,3.6563,146900,INLAND
-121.28,38.14,38,2803,500,1223,509,4.119,128800,INLAND
-117.91,33.63,32,1901,400,946,418,2.7264,311100,<1H OCEAN
-117.69,33.52,4,2142,625,1176,483,3.4455,325000,<1H OCEAN
-117.04,32.64,5,2329,542,1213,514,4.0298,225600,NEAR OCEAN
-122.26,37.83,52,1470,330,689,309,3.48,191400,NEAR BAY
-118.41,34.23,35,1026,195,753,185,4.5909,179200,<1H OCEAN
-121.96,37.95,7,3418,740,1583,676,3.6133,196100,INLAND
-118.21,33.91,24,1545,391,1807,388,2.6429,105300,<1H OCEAN
-117.1,32.71,29,3422,713,2775,644,1.7075,86900,NEAR OCEAN
-120.57,39.78,15,1291,283,582,242,2.1216,102000,INLAND
-118.53,34.03,40,4350,763,1551,665,7.0318,500001,<1H OCEAN
-118.99,35.37,38,918,220,743,222,1.7292,58100,INLAND
-118.36,34.02,46,3745,798,1502,808,3.8643,195800,<1H OCEAN
-122.01,36.95,52,1217,325,508,237,2.0547,326700,NEAR OCEAN
-117.88,33.7,16,1505,358,835,339,3.8029,205400,<1H OCEAN
-117.1,32.56,16,2687,501,1502,480,3.75,146800,NEAR OCEAN
-119.71,34.43,18,1170,372,681,346,2.1974,255000,<1H OCEAN
-117.92,34.03,32,1819,375,1728,375,3.975,162400,<1H OCEAN
-118.08,33.99,38,1683,328,1369,339,3.6196,170700,<1H OCEAN
-121.83,39.76,12,9831,1921,4644,1775,3.1142,112600,INLAND
-117.8,33.68,14,2635,516,1150,499,4.4391,306700,<1H OCEAN
-120.98,37.71,22,434,89,195,86,2.4211,268800,INLAND
-117.98,33.81,28,3528,816,2304,764,2.582,181800,<1H OCEAN
-118.02,33.77,7,586,118,232,107,5.2077,181300,<1H OCEAN
-117.04,32.62,26,3620,607,2000,593,4.9962,156000,NEAR OCEAN
-122.3,37.53,43,1748,366,984,371,4.5116,337800,NEAR OCEAN
-117.77,33.85,13,5415,827,2061,714,7.3681,353100,<1H OCEAN
-117.04,32.74,33,3880,770,2288,805,3.6848,140700,NEAR OCEAN
-119.02,35.43,39,2033,370,956,379,3.1736,70700,INLAND
-116.95,32.83,14,12517,2506,6389,2333,3.3081,168700,<1H OCEAN
-117.07,32.78,22,922,240,1524,235,1.6815,218800,NEAR OCEAN
-117.23,32.8,21,2429,579,1011,538,3.225,229400,NEAR OCEAN
-122.18,37.77,42,1180,257,877,268,2.8125,97300,NEAR BAY
-117.07,33.14,16,2546,429,1683,408,4.7426,160600,<1H OCEAN
-117.78,34.09,32,2643,516,1862,478,3.7177,177200,INLAND
-122.15,37.44,52,2063,320,774,309,7.2543,500001,NEAR BAY
-120.46,37.29,30,2972,635,1940,590,2.3594,72300,INLAND
-122.54,37.93,43,2998,470,970,430,5.5385,431800,NEAR BAY
-118.26,33.82,28,5091,1074,4753,1033,3.6477,117400,<1H OCEAN
-117.35,33.99,45,131,28,89,31,2.6071,112500,INLAND
-122.21,37.77,52,591,173,353,137,4.0904,80600,NEAR BAY
-117.68,34.1,11,7392,1796,3841,1621,2.8326,163000,INLAND
-122.22,37.82,42,2991,335,1018,335,13.499,500001,NEAR BAY
-117.2,33.72,16,5373,1079,1573,933,1.9912,98600,<1H OCEAN
-118.1,34.08,37,2894,659,1977,636,2.543,208100,<1H OCEAN
-121.95,36.59,22,3553,530,1108,441,5.8505,417100,NEAR OCEAN
-121.29,38.63,24,2868,527,1284,487,3.3182,213000,INLAND
-122.64,38.25,31,2554,515,1507,533,3.8,162600,<1H OCEAN
-121.1,39.15,10,680,143,354,140,4.0333,161500,INLAND
-120.57,37.43,39,2235,412,1268,402,2.6758,74600,INLAND
-118.13,33.8,36,1026,182,505,176,4.3438,233600,<1H OCEAN
-122.06,37.67,22,3882,816,1830,743,4.2733,180700,NEAR BAY
-117.96,33.69,17,2500,343,1242,368,7.7313,316700,<1H OCEAN
-122.01,37.36,16,1105,354,499,324,4.2061,253600,<1H OCEAN
-122.13,37.67,42,3592,703,1625,665,3.2434,179900,NEAR BAY
-119.32,36.2,15,1562,275,961,287,3.4231,83300,INLAND
-122.24,37.8,52,1586,398,1006,335,2.1348,140600,NEAR BAY
-120.9,35.33,16,1576,287,595,262,3.588,266300,NEAR OCEAN
-118.49,34.04,48,2381,345,859,306,8.0257,500001,<1H OCEAN
-122.3,38.3,44,3690,809,1922,736,2.6346,139800,NEAR BAY
-121.44,38.43,3,39320,6210,16305,5358,4.9516,153700,INLAND
-117.19,34.03,25,2513,340,900,320,6.4962,182400,INLAND
-117.88,33.89,19,3583,911,2300,871,3.0214,218400,<1H OCEAN
-122.41,37.76,52,1427,281,620,236,1.9944,262500,NEAR BAY
-118.34,34.02,50,1172,261,685,260,3.1442,130300,<1H OCEAN
-120.98,37.68,24,705,114,347,141,3.1912,149600,INLAND
-119.46,36.91,12,2980,495,1184,429,3.9141,123900,INLAND
-121.94,37.31,30,4238,1010,1914,972,3.7632,307000,<1H OCEAN
-117.29,33.1,6,6091,1018,2064,957,5.1837,259800,NEAR OCEAN
-118.11,33.93,17,1205,347,736,342,3.2011,162500,<1H OCEAN
-122.16,37.74,46,1029,181,567,211,3.4844,129500,NEAR BAY
-119.11,36.29,18,1666,294,859,301,2.6065,93800,INLAND
-118.44,34.07,21,730,263,965,224,2.0511,350000,<1H OCEAN
-118.56,34.06,24,2332,349,761,325,7.3031,500001,<1H OCEAN
-122.7,38.39,16,4922,1211,2557,1088,2.0915,168100,<1H OCEAN
-118.08,34.01,32,1973,401,1322,386,3.4861,158100,<1H OCEAN
-117.75,34.04,22,2948,636,2600,602,3.125,113600,INLAND
-117.95,33.63,27,891,183,513,171,6,381500,<1H OCEAN
-122.43,37.76,52,2250,566,1051,562,2.8458,350000,NEAR BAY
-118.34,34.19,43,1029,252,613,255,2.6827,219900,<1H OCEAN
-117.99,34.12,35,1040,231,1040,242,2.5395,139200,INLAND
-118.48,34.33,9,2384,395,1697,402,6.0891,270100,<1H OCEAN
-118.36,33.88,22,1388,336,930,287,2.7981,275000,<1H OCEAN
-118.24,34.08,52,109,20,86,24,4.9844,187500,<1H OCEAN
-117.05,32.77,33,3535,683,1568,672,2.8097,158300,NEAR OCEAN
-122.02,37.37,8,5686,1489,3250,1329,4.2782,327700,<1H OCEAN
-117.06,32.6,25,1075,238,434,234,1.7472,94600,NEAR OCEAN
-121.87,37.66,27,1569,242,583,214,5.7519,278500,INLAND
-122.29,37.85,52,477,119,218,106,2.5682,120000,NEAR BAY
-121.92,37.33,52,2125,382,930,387,5.2831,299500,<1H OCEAN
-118.39,34.16,46,1582,279,603,283,5.1169,414300,<1H OCEAN
-118.29,34.16,31,1262,338,1019,332,3.7083,241900,<1H OCEAN
-122.28,37.88,52,1193,200,506,207,4.1912,254500,NEAR BAY
-117.18,32.75,52,1539,212,535,224,5.392,408500,NEAR OCEAN
-121.32,38.54,13,4715,1090,2420,1059,2.9693,104400,INLAND
-118.16,33.84,36,2831,573,1462,569,3.8646,214600,<1H OCEAN
-119.09,36.22,34,1715,290,780,297,3.4306,74300,INLAND
-118.41,34,35,1062,305,1026,307,2.7153,265500,<1H OCEAN
-117.05,32.82,16,4046,731,1684,701,4.2312,197000,<1H OCEAN
-118.25,34.02,32,1375,448,1698,432,1.6302,130700,<1H OCEAN
-121.35,38.61,27,3900,776,1549,761,2.7788,115700,INLAND
-118.28,33.96,37,1812,500,1640,447,1.9348,99100,<1H OCEAN
-117.76,33.84,15,3764,510,1448,468,8.7124,410500,<1H OCEAN
-118.26,33.88,36,1212,222,775,224,5.5591,136500,<1H OCEAN
-120.56,38.39,20,1326,307,563,237,2.6667,86600,INLAND
-117.7,33.6,16,2092,489,877,392,3.0461,216900,<1H OCEAN
-117.96,33.72,23,3929,559,1858,538,6.8645,318200,<1H OCEAN
-122.14,37.42,46,206,44,134,51,4.15,265000,NEAR BAY
-118.47,33.99,50,1568,501,764,478,3.015,414300,<1H OCEAN
-122.03,36.97,52,403,72,200,73,1.6923,262500,NEAR OCEAN
-121.98,37.53,26,3179,703,2142,639,4.1947,222700,<1H OCEAN
-118.2,33.78,52,2662,893,3018,763,2.3305,162500,NEAR OCEAN
-118.11,34.15,40,1950,509,1038,438,2.6172,196100,<1H OCEAN
-118.25,34.14,13,3487,1131,3749,1072,2.1602,221900,<1H OCEAN
-118.39,33.89,30,2532,464,1056,419,6.3434,460400,<1H OCEAN
-117.79,33.7,16,6259,1098,3785,1114,6.3298,247100,<1H OCEAN
-118.2,33.8,42,4577,1146,2749,1094,2.5012,197500,NEAR OCEAN
-122.13,37.75,36,768,93,229,93,5.3602,330000,NEAR BAY
-117.92,33.68,25,2017,454,1024,428,4.4732,245600,<1H OCEAN
-119.01,35.44,20,3458,651,1465,621,2.5806,82500,INLAND
-121.49,38.47,26,6121,1185,4224,1105,2.3496,68000,INLAND
-118.93,34.82,8,508,111,229,84,4.0332,128300,INLAND
-121.28,38.71,35,3095,594,1550,576,3.575,113500,INLAND
-117.95,33.99,24,1219,177,610,185,6.7978,325000,<1H OCEAN
-118.03,33.72,24,5203,957,2465,946,5.163,261000,<1H OCEAN
-118.31,34,52,2709,642,1751,613,2.1116,122500,<1H OCEAN
-122.01,37.92,18,2808,337,1038,337,8.3956,353600,NEAR BAY
-121.47,38.53,43,3215,725,2400,625,1.4625,54400,INLAND
-118.42,34.27,33,1209,341,1097,283,1.6295,134300,<1H OCEAN
-117.04,32.66,22,3362,630,1471,612,4.1442,303900,NEAR OCEAN
-118.06,33.88,17,7187,1073,3844,1068,6.5901,337400,<1H OCEAN
-120.99,37.63,21,319,120,276,85,2.4792,60000,INLAND
-117.38,33.98,10,642,176,462,186,2.1528,162500,INLAND
-121.71,39.41,22,1814,342,941,323,2.1728,59400,INLAND
-117.28,34.13,29,2077,577,1418,524,1.8281,76800,INLAND
-120.65,37.33,25,1731,311,810,266,4.1058,107600,INLAND
-117.31,33.16,4,5846,894,2282,801,5.5956,247800,NEAR OCEAN
-122.02,37.96,25,2615,368,935,366,6.6727,305100,NEAR BAY
-118.36,33.9,40,1271,276,725,234,5.0452,231900,<1H OCEAN
-121.38,36.84,6,3769,669,2061,648,4.1875,217600,INLAND
-117.97,33.89,15,3801,542,1992,526,9.0683,367400,<1H OCEAN
-122.28,37.81,52,773,143,377,115,2.4083,98200,NEAR BAY
-117.38,33.2,26,1427,386,974,317,1.3903,184400,NEAR OCEAN
-122.25,37.8,29,2468,864,1335,773,1.3929,193800,NEAR BAY
-122.32,38.29,21,1607,356,834,352,2.3787,177900,NEAR BAY
-118.19,33.99,42,1429,436,1537,389,3.0114,157500,<1H OCEAN
-117.86,33.8,35,1683,347,1242,335,3.5172,190400,<1H OCEAN
-117.93,33.75,24,1380,339,1472,304,4.2219,162800,<1H OCEAN
-117.98,33.84,35,984,179,661,199,5.0747,189600,<1H OCEAN
-119.28,34.45,36,2376,541,1505,547,2.4595,197600,<1H OCEAN
-118.29,34.26,33,3177,713,1845,612,4.008,191100,<1H OCEAN
-122.07,37.67,38,2104,409,1039,394,3.875,165300,NEAR BAY
-122.04,37.99,36,2765,495,1478,441,4.125,136200,NEAR BAY
-119.7,34.36,35,1604,334,904,337,4.7411,336400,NEAR OCEAN
-119.81,36.8,29,2806,552,1242,540,3.5958,88800,INLAND
-118.46,34.16,38,1495,300,598,280,3.4698,265400,<1H OCEAN
-123.1,39.36,19,1056,248,611,226,1.746,105000,INLAND
-119.23,34.15,18,6213,1188,2679,1000,3.748,380400,NEAR OCEAN
-117.68,34.05,25,1859,463,1070,374,2.5395,187500,INLAND
-120.71,37.39,40,680,160,785,175,2.6058,72700,INLAND
-121.84,37.35,20,3375,867,4610,860,2.6894,182200,<1H OCEAN
-118.33,34.11,37,2330,434,846,457,8.2335,430200,<1H OCEAN
-117.27,32.84,34,1655,450,870,411,3.2109,376000,NEAR OCEAN
-119.62,36.59,17,2287,390,1330,393,4.0197,88000,INLAND
-119.31,36.34,32,1893,453,1744,425,1.4729,54100,INLAND
-119.87,36.72,30,1584,316,984,300,2.0658,67900,INLAND
-117.27,32.84,26,3940,657,1180,600,6.1025,500001,NEAR OCEAN
-118.25,33.95,25,764,200,801,220,1.1384,100000,<1H OCEAN
-122.01,38.25,16,1081,181,792,184,4.6779,131300,INLAND
-121.86,37.4,19,4043,764,2196,708,6.1504,268400,<1H OCEAN
-120.57,34.96,38,1145,297,1107,296,2.1776,89100,NEAR OCEAN
-121.78,39.71,8,140,28,84,29,2.125,179200,INLAND
-121.31,37.96,52,2654,468,1157,494,3.226,107600,INLAND
-119.85,36.77,27,1510,344,847,295,2.9315,83200,INLAND
-118.2,34.14,52,2090,466,1219,390,4.0909,204200,<1H OCEAN
-122.18,37.71,45,726,147,519,135,3.375,157500,NEAR BAY
-118.29,33.98,42,2833,768,2542,725,1.3479,100000,<1H OCEAN
-122.46,37.72,45,2399,419,1225,399,4.0855,244100,NEAR OCEAN
-118.11,34.12,48,2476,313,900,303,10.6767,500001,<1H OCEAN
-118.14,34.08,24,2999,786,2937,796,2.9405,217800,<1H OCEAN
-118.34,34.12,41,3257,679,1237,638,4.2415,409600,<1H OCEAN
-118.32,33.91,34,3041,677,1920,640,4.5304,181300,<1H OCEAN
-118.64,34.22,25,2762,410,1166,439,6.8643,333700,<1H OCEAN
-122.31,38.32,35,3997,762,2074,703,3.285,138100,NEAR BAY
-117.07,32.71,39,2754,652,2263,619,2.2454,89600,NEAR OCEAN
-122.22,37.8,52,2183,465,1129,460,3.2632,227700,NEAR BAY
-118.29,33.74,29,1503,411,1368,390,2.1473,195300,NEAR OCEAN
-118.12,34.18,44,2357,342,891,337,6.3467,352700,INLAND
-121.5,38.49,32,4013,725,2032,675,3.3689,83400,INLAND
-117.97,33.69,21,4112,580,1886,581,6.799,292000,<1H OCEAN
-121.94,38.02,29,5765,1170,3266,1131,2.7907,113900,INLAND
-117.87,34.02,16,3552,575,2120,573,6.4333,271500,<1H OCEAN
-117.63,34.11,30,2674,428,1404,456,4.2969,165600,INLAND
-119.67,34.42,23,1333,393,1369,381,2.5947,232600,<1H OCEAN
-117.34,34.46,9,5983,1122,3515,1064,3.1505,102000,INLAND
-119.27,35.87,12,972,269,1134,286,1.63,49500,INLAND
-117.9,33.87,34,1411,292,1040,299,3.4338,195200,<1H OCEAN
-122.39,37.58,36,6026,852,2314,892,7.8997,500001,NEAR OCEAN
-118.37,33.81,36,2031,339,817,337,5.1271,458300,NEAR OCEAN
-121.33,38.63,23,1947,409,866,400,2.7181,156800,INLAND
-118.02,34.1,36,452,80,248,83,1.9688,226000,INLAND
-121.84,39.72,52,1457,389,802,342,0.9566,69000,INLAND
-118.48,34.23,35,1963,310,919,297,4.7583,258600,<1H OCEAN
-121.34,38.65,27,1595,246,610,253,4.6,199000,INLAND
-121.57,39.1,28,1442,333,832,286,1.8413,62300,INLAND
-121.66,36.67,40,2497,520,1275,508,3.1071,193100,<1H OCEAN
-121.62,37.61,26,1786,306,771,279,5.7239,430600,INLAND
-119.62,36.56,30,1722,372,1467,403,1.8878,51600,INLAND
-119.98,38.92,27,2682,606,1010,399,3.15,86900,INLAND
-121.47,38.55,24,979,287,546,291,1.186,67000,INLAND
-119.95,37.47,32,1312,315,600,265,1.5,91500,INLAND
-117.7,34.06,7,732,145,431,132,2.9107,95300,INLAND
-122.06,38.26,36,1248,221,672,222,3.3839,105900,INLAND
-117.07,32.75,37,2690,549,1219,524,2.3148,154200,NEAR OCEAN
-117.16,32.75,34,1785,558,804,490,2.2687,200000,NEAR OCEAN
-116.99,32.72,13,1330,216,719,215,3.8295,149600,<1H OCEAN
-121.99,37.54,18,3584,715,1673,661,3.9444,240100,<1H OCEAN
-117.06,33.02,17,2635,389,994,359,5.8966,261500,<1H OCEAN
-117.8,34.1,17,5153,1164,2949,1083,3.5603,174600,INLAND
-121.77,37.24,12,10236,1878,5674,1816,4.747,261100,<1H OCEAN
-118.45,33.99,26,1919,405,953,371,6.0672,420800,<1H OCEAN
-118.3,33.82,25,2659,765,2629,726,2.6368,175900,<1H OCEAN
-121.94,37.27,23,1932,552,997,482,3.662,211900,<1H OCEAN
-122.41,37.63,35,865,226,602,217,3,229100,NEAR OCEAN
-122.46,37.75,26,2192,438,954,456,4.5352,374200,NEAR BAY
-117.08,32.69,36,1571,284,1001,268,3.6875,111400,NEAR OCEAN
-118.44,34.28,32,527,146,582,143,1.7708,138800,<1H OCEAN
-117.68,35.64,15,3253,573,1408,586,5.2043,95700,INLAND
-122.08,37.24,21,427,63,182,70,11.3283,500001,<1H OCEAN
-122.23,37.82,52,1611,203,556,179,8.7477,500001,NEAR BAY
-121.29,37.95,52,288,86,272,54,0.696,42500,INLAND
-123.2,39.14,17,1620,396,878,399,1.8042,109200,<1H OCEAN
-118.1,33.93,36,1124,217,707,234,4.375,174500,<1H OCEAN
-122.17,39.94,32,2352,477,1316,447,2.2292,57400,INLAND
-117.82,33.77,32,2308,301,967,320,7.0565,324600,<1H OCEAN
-117.69,33.62,18,4265,581,2025,544,6.4598,282700,<1H OCEAN
-121.91,36.61,30,2755,597,1519,554,3.2952,234600,NEAR OCEAN
-120.84,37.05,8,1944,283,814,276,5.3988,165500,INLAND
-118.75,34.27,24,3241,461,1567,446,5.5983,233300,<1H OCEAN
-118.32,34.04,39,2965,812,2638,794,2.532,172700,<1H OCEAN
-117.26,33.04,18,2229,346,1088,352,6.3525,278300,NEAR OCEAN
-117.77,33.84,5,4380,715,1913,741,6.7274,266400,<1H OCEAN
-117.92,33.74,24,5321,1063,4011,1047,4.3882,189300,<1H OCEAN
-121.46,38.7,32,965,183,568,188,3.8611,93900,INLAND
-118.31,33.97,52,1629,277,819,288,3.725,142600,<1H OCEAN
-117.06,32.6,33,905,205,989,222,2.7014,108200,NEAR OCEAN
-119.05,34.13,12,57,22,69,15,5.0066,275000,NEAR OCEAN
-121.91,37.27,30,4412,862,2168,772,5.0062,232000,<1H OCEAN
-117.17,34.12,2,3867,573,1275,433,5.4138,164400,INLAND
-117.69,33.58,8,2887,351,1176,351,10.3953,500001,<1H OCEAN
-118.08,33.88,30,1901,519,2685,496,3.2639,120100,<1H OCEAN
-121.43,38.46,18,1378,235,818,262,4.0625,100300,INLAND
-117.7,35.62,18,2657,496,1426,483,3.5931,71900,INLAND
-119.8,36.75,41,1659,466,1391,447,1.3527,61200,INLAND
-117.27,33.23,5,20908,3933,9690,3510,4.1405,198500,<1H OCEAN
-118.4,34.02,27,515,201,397,228,2.4135,184400,<1H OCEAN
-117.67,33.66,4,10175,2181,4762,1929,4.7341,237400,<1H OCEAN
-115.56,32.79,18,1178,438,1377,429,1.3373,58300,INLAND
-122.42,37.8,52,3823,1040,1830,977,4.2458,450000,NEAR BAY
-118.16,34.04,45,332,70,302,60,3.1895,156300,<1H OCEAN
-119.73,34.44,48,2114,390,973,367,4.8021,351100,NEAR OCEAN
-121.84,37.24,18,3574,504,1803,536,6.7836,274100,<1H OCEAN
-122.26,38,14,2338,391,1003,398,4.2269,170500,NEAR BAY
-117.69,34,28,707,154,561,129,2.5781,111600,INLAND
-117.19,33.41,16,3031,554,1301,518,4.0882,296100,<1H OCEAN
-118.26,34.08,52,984,276,994,260,2.3816,166700,<1H OCEAN
-120.44,34.95,38,3004,794,2601,747,2.2743,106400,<1H OCEAN
-122.56,38.06,19,15622,2721,6109,2615,5.0965,295300,NEAR BAY
-121.04,39.22,14,1889,471,853,399,2.25,112500,INLAND
-122.69,39.02,27,2199,527,744,316,2.1094,72400,INLAND
-121.94,37.34,29,3377,853,1674,792,3.4233,229300,<1H OCEAN
-120.39,36.78,11,1947,488,2104,486,1.7184,55200,INLAND
-118.14,33.86,43,2104,382,1071,396,5,208900,<1H OCEAN
-117.84,34,26,797,117,383,114,6.8758,253800,<1H OCEAN
-121.45,36.51,29,1045,311,1245,273,1.775,112500,<1H OCEAN
-122.46,37.68,23,2812,769,1983,681,2.9413,229400,NEAR OCEAN
-121.05,39.13,10,3063,497,1168,507,4.4375,185100,INLAND
-117.95,33.86,35,2478,431,1333,427,5.2099,191400,<1H OCEAN
-117.9,33.71,16,4208,630,2592,662,6.1966,260500,<1H OCEAN
-122.27,37.82,41,3221,853,1959,720,1.1108,97500,NEAR BAY
-118.52,34.04,43,2167,254,761,256,13.6842,500001,<1H OCEAN
-119.68,34.44,23,2600,398,917,374,8.7394,500001,<1H OCEAN
-121.75,37.29,15,1486,310,455,296,4.3365,221000,<1H OCEAN
-124.13,40.78,34,2142,420,1056,382,2.1101,86900,NEAR OCEAN
-121.49,38.57,51,1492,385,736,365,1.7155,108800,INLAND
-117.37,33.19,33,2205,453,1138,439,2.8819,208600,NEAR OCEAN
-118.28,34.12,50,2384,312,836,337,12.8763,500001,<1H OCEAN
-117.16,32.73,52,1863,559,906,493,1.9203,195800,NEAR OCEAN
-118.19,33.77,31,1711,691,1092,568,1.0714,150000,NEAR OCEAN
-122.42,37.73,48,1474,308,998,330,4.0781,250300,NEAR BAY
-121.32,37.96,5,123,21,50,20,2.7656,50000,INLAND
-117.19,34.94,31,2034,444,1097,367,2.1522,60800,INLAND
-122.43,37.74,52,2229,498,1079,472,5.0196,324300,NEAR BAY
-118.19,33.83,30,2246,552,1032,548,3.5871,347100,NEAR OCEAN
-122.23,38.33,31,3440,574,1538,537,5.5368,325900,NEAR BAY
-118.42,34.15,48,680,131,268,126,4.615,371400,<1H OCEAN
-118.06,33.98,50,1146,238,579,213,2.9583,172600,<1H OCEAN
-117.75,34.05,37,378,92,503,103,2.1908,94600,INLAND
-122.22,37.47,23,7740,1943,4124,1743,3.3268,322800,NEAR OCEAN
-117.56,33.89,16,693,185,365,176,2.3417,191700,INLAND
-117.47,33.91,21,3491,760,1920,669,2.2241,127300,INLAND
-118.49,34.23,32,4373,683,2040,693,5.2668,242300,<1H OCEAN
-117.18,32.92,4,15025,2616,7560,2392,5.196,210700,<1H OCEAN
-117.59,34.09,16,2401,465,1757,500,3.9755,120400,INLAND
-121.98,36.99,14,6787,1454,3416,1357,3.5943,262400,NEAR OCEAN
-117.31,33.94,7,11232,1791,4218,1644,5.2713,216500,INLAND
-116.97,33.78,24,2680,606,1728,527,2.535,74800,INLAND
-119.03,35.36,41,2551,594,1342,595,1.9671,76800,INLAND
-120.37,34.69,18,1868,315,747,265,4.7946,290600,NEAR OCEAN
-121.85,39.75,39,568,127,267,129,1.8095,78100,INLAND
-117.34,33.06,17,2718,518,815,403,4.3182,357100,NEAR OCEAN
-117.02,32.68,14,3986,675,2065,702,5.7192,267400,NEAR OCEAN
-118.08,34.58,5,1113,186,631,168,4.1719,146600,INLAND
-118.19,34.65,33,1781,326,913,314,3.9963,126800,INLAND
-117.79,33.76,25,2037,252,796,249,11.0546,487200,<1H OCEAN
-122.35,37.95,42,1485,290,971,303,3.6094,114600,NEAR BAY
-118.05,33.85,25,2856,388,1212,362,6.1737,313100,<1H OCEAN
-120.29,37.94,17,1459,297,753,271,3.05,144800,INLAND
-117.38,34.22,16,774,122,489,136,5.7628,221300,INLAND
-118.26,34.17,20,5949,1417,2593,1337,3.8576,318600,<1H OCEAN
-122.17,37.74,47,463,134,327,137,2.15,97200,NEAR BAY
-118.65,34.19,27,2772,511,1346,497,5.2016,243000,<1H OCEAN
-121.93,37.27,28,3428,753,1753,729,4.1033,281000,<1H OCEAN
-118.14,33.84,36,3002,484,1322,471,4.933,228900,<1H OCEAN
-118.45,34.17,33,3100,687,1388,658,4.3333,261300,<1H OCEAN
-118.19,34.04,39,1074,323,1613,308,2.3015,131700,<1H OCEAN
-121.81,37.35,29,2396,452,2000,481,4.375,185500,<1H OCEAN
-118.13,33.93,34,2122,517,1578,488,3.1496,191900,<1H OCEAN
-118.03,34.1,38,2301,416,1079,398,4.4236,233600,INLAND
-118.79,34.27,27,1146,189,595,197,4.5833,198500,<1H OCEAN
-121.94,36.99,11,4571,924,2004,847,4.2898,221700,NEAR OCEAN
-121.89,37.25,23,2705,449,1180,442,6.0791,316500,<1H OCEAN
-121.35,38,22,3564,730,1539,699,3.675,152400,INLAND
-122.15,37.47,39,1295,239,566,242,5.6407,326400,NEAR BAY
-119.76,36.82,17,6932,1486,3056,1453,2.3375,99300,INLAND
-122.54,37.7,36,3988,732,1793,708,4.2472,292500,NEAR OCEAN
-118.19,34.06,44,1734,364,1133,351,2.5132,163100,<1H OCEAN
-121.77,37.31,16,1649,228,769,230,6.6455,302600,<1H OCEAN
-121.46,38.51,18,2123,606,1576,599,1.5735,110000,INLAND
-118.27,33.95,43,1156,291,1074,299,1.8814,94900,<1H OCEAN
-118.33,34.12,23,1894,416,769,392,6.0352,500001,<1H OCEAN
-117.82,33.67,17,2895,439,1588,450,6.276,290700,<1H OCEAN
-118.28,33.77,47,307,69,374,65,2.9063,146900,<1H OCEAN
-121.83,38.45,36,839,158,446,167,2.3438,122700,INLAND
-121.3,37.96,31,2668,812,1398,721,1.125,110400,INLAND
-117.1,32.75,21,2063,609,1686,558,1.4828,94800,NEAR OCEAN
-121.46,38.57,52,810,172,326,151,3.1583,140000,INLAND
-122.31,38,26,3735,641,1708,633,4.621,191100,NEAR BAY
-118.18,33.85,38,3596,862,2416,832,3.6897,169800,<1H OCEAN
-118.87,34.22,14,3108,451,1566,434,6.2423,305400,<1H OCEAN
-121.93,37.13,37,1150,203,511,179,5.7415,398500,<1H OCEAN
-117.74,33.85,4,5416,820,1753,583,6.9544,314000,<1H OCEAN
-118.09,34.07,38,1036,226,1058,235,3.2578,184200,<1H OCEAN
-122.06,37.71,36,3541,570,1478,529,4.635,248600,NEAR BAY
-121.08,38.95,18,1931,380,1271,377,2.7463,156100,INLAND
-122.17,37.73,43,1473,371,1231,341,2.1587,86500,NEAR BAY
-118.13,34.21,36,1449,235,621,210,6.1824,274100,INLAND
-118.07,34.09,40,1745,370,1293,357,2.5474,198100,<1H OCEAN
-120.87,39.15,17,1819,389,736,283,2.8603,128900,INLAND
-121.41,38.56,17,7228,1369,2455,1365,5.1385,179500,INLAND
-118.27,34.06,26,513,338,1204,321,1.4904,275000,<1H OCEAN
-123.1,38.97,36,1211,247,697,251,2.5761,94900,<1H OCEAN
-117.85,33.8,40,1461,286,1322,264,4.3269,194100,<1H OCEAN
-122.42,37.79,52,3364,1100,2112,1045,2.1343,400000,NEAR BAY
-121.31,37.44,33,69,28,47,14,0.536,112500,INLAND
-121.23,37.78,20,273,49,149,49,4.8229,158300,INLAND
-122.18,37.68,5,2087,407,840,401,5.4858,187800,NEAR BAY
-117.31,33.25,13,3075,630,1843,674,2.8558,97100,<1H OCEAN
-118.31,33.94,41,1353,286,751,250,2.7401,131700,<1H OCEAN
-117.64,33.51,14,1343,175,650,184,7.2648,363200,<1H OCEAN
-118.37,34.09,24,630,172,257,147,5.5224,400000,<1H OCEAN
-122.13,37.66,19,862,167,407,183,4.3456,163000,NEAR BAY
